elig,lwage,vet,yob
0,5.9412999,0,50
0,4.9747,0,50
1,5.6722002,0,53
1,5.4303999,0,51
0,3.5978999,0,52
1,5.4949999,0,51
0,5.2873001,0,52
1,5.8133998,1,53
0,4.1732001,0,53
0,5.0426002,0,53
1,3.7669001,0,52
0,5.8133998,0,52
0,2.5509,0,51
0,5.4303999,0,52
0,5.5970001,0,51
0,5.4303999,1,51
1,5.2480998,1,52
0,5.1296,1,50
0,5.9805002,0,50
0,5.1542001,1,52
0,6.1627998,0,52
0,5.2873001,0,51
1,5.2073002,0,53
0,5.1696,1,51
0,5.4823999,0,53
1,5.4949999,1,53
0,5.4303999,0,51
1,5.7904,0,51
0,5.7810998,0,53
0,5.5074,0,50
0,5.6259999,0,50
0,5.0641999,1,50
1,4.8141999,0,52
0,5.6072001,1,53
0,5.8579001,0,53
1,5.8133998,1,50
0,6.0181999,0,50
0,5.9004002,1,51
0,5.5556002,0,51
0,5.1696,1,50
0,5.7002001,0,51
0,5.4303999,1,53
0,5.2873001,0,50
0,5.7181001,1,50
0,5.6371999,0,50
0,5.4303999,0,53
0,6.0181999,0,52
0,5.9998999,0,51
0,5.2873001,0,52
0,5.2073002,0,53
0,4.914,0,53
1,5.4303999,0,52
0,5.7669001,0,52
0,5.2073002,0,52
0,5.1202998,0,53
1,6.0938001,1,50
0,5.8133998,0,50
0,5.2073002,0,50
1,5.4949999,1,50
1,5.2073002,0,52
0,5.0641999,1,50
0,5.0388999,1,52
0,5.4070001,0,51
1,5.5749998,1,51
1,4.9689002,0,51
1,5.0250001,0,52
0,5.2873001,0,50
0,5.1202998,0,53
0,4.6094999,0,53
0,5.4303999,0,50
0,5.6032,1,51
0,4.8541999,0,52
1,2.4347,0,50
0,5.5846,0,53
1,5.1704998,0,53
0,5.7181001,0,50
1,6.0647998,1,51
1,4.5251999,0,53
1,5.6896,0,53
0,5.6016002,0,51
0,6.1236,0,50
1,4.9737,1,53
0,5.3762999,0,53
1,5.3614001,0,53
0,5.8358998,0,52
0,6.1236,0,50
1,5.7181001,0,52
0,5.6668,0,51
0,5.7768998,0,53
0,5.8133998,0,53
1,5.8133998,1,52
0,5.8579001,0,51
0,5.6128001,1,50
1,5.8526001,1,51
0,5.3167,0,51
1,5.2073002,0,51
0,5.9453001,1,52
0,5.9805002,1,50
0,5.4436998,1,51
0,5.3965001,0,53
0,5.4303999,0,53
1,5.6128001,0,53
0,6.1237001,0,51
0,5.5556002,1,51
1,5.2073002,0,50
1,5.7181001,0,53
0,4.9624,0,52
0,5.2679,0,52
1,5.5556002,1,50
0,5.8133998,0,53
0,4.3709998,1,50
0,5.8133998,0,50
0,5.2480998,0,50
0,5.6128001,0,50
1,4.7372999,0,50
0,5.3223,0,53
1,6.1236,0,52
0,4.9737,0,52
0,4.8210001,0,53
1,5.3418002,0,50
0,5.5556002,1,53
0,4.6448002,0,52
0,4.7238998,0,53
1,6.0938001,0,51
1,4.9017,0,50
0,5.5948,0,53
0,5.9004002,0,50
1,5.4007001,0,51
0,5.2073002,0,51
0,4.9196,0,51
1,4.8410001,0,52
1,5.6928,0,50
0,4.3709998,0,51
0,5.9115,0,53
1,5.1129999,0,51
1,5.7181001,0,50
0,5.2297001,0,52
0,5.0250001,0,50
0,5.1293001,0,51
0,4.5302,1,50
1,5.2873001,0,50
0,5.7181001,0,52
0,5.5446,0,52
0,5.1724,0,51
0,5.6668,0,53
1,4.8017998,1,52
1,5.7456002,1,52
1,5.4986,1,52
0,5.1466999,0,50
0,2.3308001,0,50
0,4.9415998,0,51
1,5.9169998,1,50
0,5.7572999,0,53
0,5.8133998,1,51
0,5.6402001,0,52
0,5.9412999,1,50
0,5.7181001,1,50
0,5.8133998,0,51
0,6.7828002,0,50
0,5.2873001,0,53
0,4.5265999,0,53
0,5.4370999,0,51
1,5.4696999,1,51
1,5.1202998,0,52
0,4.8455,1,51
0,5.8133998,1,52
0,5.6668,0,50
0,5.9580998,0,50
0,5.8133998,1,52
0,5.4303999,1,51
1,6.0545998,0,51
0,5.5774999,0,51
0,5.5135999,0,50
0,5.8488998,0,51
1,5.2639999,0,51
0,4.8857002,0,51
0,5.7181001,0,53
0,5.8133998,0,53
1,5.3614001,0,52
1,5.4949999,0,53
0,5.6928,0,51
0,6.0458999,0,51
0,6.0190001,0,50
0,5.9004002,0,52
1,5.9238,1,52
0,5.0422001,0,52
1,6.2681999,0,50
0,5.1202998,0,53
1,5.6668,0,53
0,6.4505,0,53
0,5.6928,0,53
0,5.4303999,0,50
0,5.1647,0,51
0,5.7572999,0,51
0,5.6128001,1,53
0,5.7669001,0,51
0,5.0250001,1,52
1,5.8491001,0,52
0,5.8246999,0,50
0,5.2873001,0,50
0,6.4481001,0,53
0,5.9412999,0,50
1,5.6689,1,50
1,5.6539998,0,50
0,5.9004002,1,53
1,5.8793998,0,53
0,5.4499002,0,50
0,5.5749998,1,52
0,5.6668,0,53
1,5.0250001,1,53
1,5.0249,1,51
1,5.9004002,0,50
0,6.2487001,0,52
0,5.6668,1,51
0,5.6128001,1,51
1,5.7631998,0,52
0,5.4298,0,51
1,5.8133998,0,52
1,3.8855,0,51
0,5.3614001,0,52
0,5.7951002,1,50
0,4.9130998,0,53
0,5.0545001,0,51
0,5.1019001,0,52
0,5.5749998,0,52
0,5.7669001,1,53
0,5.8133998,1,50
1,.82529998,1,53
0,6.1529999,1,50
0,6.2487001,0,51
0,5.1820002,0,52
0,4.8625002,0,50
0,5.2073002,0,50
0,5.652,0,53
0,5.3965001,0,53
1,5.6402001,0,53
0,5.4303999,1,51
0,5.6455002,0,51
0,5.0100999,0,50
0,4.8989,0,51
0,5.4502001,0,53
0,5.0250001,0,53
1,4.0833998,0,53
1,6.0897002,0,53
0,5.1202998,1,53
1,4.8818998,1,52
0,6.4893999,0,52
0,5.4169998,1,52
0,3.6968999,1,51
0,6.1236,0,53
0,5.4949999,0,51
1,5.5556002,0,53
0,5.3614001,0,51
0,5.9805002,0,51
0,4.9587998,0,50
0,4.6711001,0,53
1,5.9569998,0,50
0,5.6668,0,51
0,.72140002,0,53
0,4.9737,1,53
0,5.1647,0,53
0,5.7572999,1,51
0,5.4632001,0,50
1,6.0545998,1,53
1,6.5723,0,53
1,4.204,0,52
0,4.9587998,0,51
0,5.7181001,0,50
0,6.2776999,0,50
0,4.3709998,1,53
0,6.1578999,0,51
1,4.3951001,0,53
1,5.5846,1,52
0,5.2480998,1,51
0,4.7765002,0,52
0,5.6465998,0,53
0,4.5942001,0,53
1,4.3709998,0,50
0,5.4303999,0,53
0,5.8793998,0,50
0,3.8210001,0,52
0,6.6343999,0,51
0,5.6402001,0,53
0,5.9164,1,50
0,6.0938001,0,50
0,5.1412001,0,52
0,5.2873001,1,52
0,6.0531001,1,51
0,4.5629001,1,52
0,5.8168001,0,53
1,6.0125999,0,51
1,5.0250001,0,50
0,6.6343999,0,50
0,6.0181999,0,50
1,5.5054002,1,50
0,5.0832,0,53
1,5.7951002,1,52
0,6.6343999,0,50
0,6.1547999,0,51
0,6.2189002,0,52
0,5.2465,0,52
0,5.6076999,0,53
0,6.2487001,0,50
0,5.1595001,0,52
0,5.2873001,0,53
1,5.1202998,0,53
0,4.9716001,1,50
0,5.3025999,1,50
0,5.3685999,0,51
0,5.2073002,0,52
0,5.4823999,0,52
0,5.4358001,0,50
0,5.5846,1,53
1,5.3097,1,52
0,6.3859,0,51
0,5.8358998,0,53
0,6.1236,0,53
1,3.0980999,1,53
1,4.5942001,0,52
1,5.652,0,51
0,5.3386002,1,50
0,5.9412999,0,52
1,5.0250001,0,50
1,5.4632001,0,51
1,5.8628998,0,52
0,5.4949999,1,52
0,5.8734002,0,53
0,5.6668,0,51
0,5.6668,0,50
1,5.7181001,0,52
0,5.4303999,1,51
1,2.7616,0,52
0,5.802,0,51
0,5.7181001,0,53
1,5.7181001,0,51
0,5.9805002,0,51
0,5.9805002,1,50
1,5.7181001,0,52
0,5.5317998,1,50
1,5.3439999,0,52
0,5.7894001,0,53
0,5.6781998,0,52
0,5.7181001,0,51
0,5.5197001,0,50
0,5.7764001,0,50
0,5.9412999,0,52
0,5.4949999,0,50
0,5.4949999,0,50
0,4.9587998,1,50
0,5.553,1,50
0,5.0738001,0,51
1,5.3614001,1,52
0,5.0641999,0,52
0,5.1202998,0,53
1,6.0479002,0,51
0,5.5672998,1,53
1,5.6668,1,51
1,5.3263998,0,51
0,5.4475002,0,53
0,2.9847,0,52
0,4.7075,0,53
0,5.322,0,52
0,5.3256001,0,52
1,5.8133998,0,53
0,5.7157001,1,50
0,5.6721001,0,51
0,5.6237998,0,52
0,4.5141001,0,51
0,4.4317002,0,53
0,5.4886999,0,51
0,5.2073002,0,51
1,5.3175998,0,51
0,5.8246999,0,50
0,5.6128001,0,52
0,5.6918001,0,50
0,5.0250001,0,52
0,5.8579001,0,52
0,6.0181999,0,52
0,5.5556002,0,52
1,5.4949999,1,51
0,6.4113002,0,52
0,5.4777999,0,51
0,5.4303999,0,51
0,5.8793998,0,51
1,5.4428,0,53
0,5.6128001,0,52
0,5.8579001,0,53
0,5.6668,0,52
0,5.6128001,0,53
0,5.9412999,0,52
1,5.5960002,0,51
0,5.4500999,0,51
0,4.8092999,0,53
0,5.8225002,0,50
0,5.8748002,1,50
0,6.1236,0,52
0,5.2073002,0,50
1,5.2073002,0,52
0,5.2480998,1,53
0,5.4696999,1,50
0,5.4303999,0,53
1,5.6967001,1,50
0,5.4303999,0,51
0,5.0738001,0,52
0,5.7428002,0,51
0,5.4303999,0,53
0,5.3614001,1,51
0,5.5257001,1,52
0,5.4303999,0,53
0,5.7181001,0,51
0,5.0250001,1,51
1,5.1202998,1,50
0,5.2873001,0,50
1,4.5141001,0,50
0,4.9306998,0,52
0,6.1055999,0,52
0,5.7428002,0,52
1,5.3543,0,53
0,5.7164998,0,52
0,5.3965001,0,53
0,4.6258001,0,50
0,5.4101,0,53
0,3.0980999,0,52
0,5.0250001,0,50
0,2.7224,0,52
0,5.2873001,0,53
0,5.7181001,0,51
0,6.1236,0,50
0,4.9997001,0,50
0,6.1880999,0,51
1,5.8133998,1,52
1,5.5008998,0,51
0,5.2020998,1,52
0,5.5556002,0,52
0,5.6876998,0,52
0,5.3551998,1,52
0,6.1236,0,50
0,5.7329998,0,51
0,4.9196,0,52
0,5.3084002,0,51
0,5.4949999,0,50
0,5.2213998,0,52
0,5.6928,1,51
0,5.3614001,0,52
0,5.7669001,0,51
1,6.1880999,0,50
1,5.3074999,1,53
0,5.6668,0,53
0,5.0250001,0,53
0,6.2632999,1,50
1,5.3614001,0,53
0,5.5197001,0,53
0,5.6668,0,50
0,5.8200002,0,51
0,5.5556002,0,52
0,4.9390001,0,50
0,5.4949999,0,52
0,5.8238001,1,51
0,5.8133998,0,52
0,5.3175998,0,53
0,5.5556002,0,51
0,4.2757001,0,52
0,5.7428002,0,50
0,7.2184,0,53
0,5.7904,0,51
0,5.8579001,1,51
1,5.4849,0,53
0,6.1448002,0,52
0,5.3614001,0,51
0,5.4949999,0,53
0,5.3614001,0,51
0,5.6201,0,51
0,5.2811999,0,53
0,5.2326002,0,51
1,6.3859,1,52
0,5.8133998,0,52
1,5.2465,0,51
0,5.8113999,1,52
0,5.6668,0,51
0,5.3179998,0,50
0,5.6668,0,50
0,2.0887001,0,50
0,5.5749998,0,50
0,5.3014998,1,53
1,6.0545998,0,51
1,5.4696999,0,50
0,5.6097002,0,50
1,5.408,0,51
0,5.3266001,1,50
0,5.7951002,0,53
1,5.2073002,0,51
0,5.4663,1,51
1,5.6128001,0,53
1,5.7579999,0,53
0,5.5556002,0,51
1,5.2073002,0,52
0,6.0545998,1,50
1,5.9108,1,52
0,5.4370999,0,52
1,6.0411,0,51
1,5.4303999,0,53
0,4.9196,0,52
0,4.9706001,0,51
1,6.1236,0,51
0,5.6487999,1,50
0,4.5942001,0,53
1,5.8470001,0,50
0,5.4292002,1,50
0,5.6128001,0,53
0,5.9308,0,50
0,5.4303999,0,53
0,5.7669001,0,52
0,6.0181999,0,51
1,5.5152998,1,50
0,5.7669001,0,51
1,5.2073002,1,50
0,3.901,0,50
0,5.9148998,1,50
0,5.5846,0,51
1,5.6571002,0,52
1,5.8060999,0,53
1,5.5556002,1,52
0,5.4836998,0,53
0,5.5556002,0,50
0,5.8579001,1,50
0,6.6073999,0,50
0,4.7635999,0,51
0,5.1472001,0,52
0,5.4303999,0,53
1,5.0250001,0,50
0,6.1564002,0,53
0,5.1202998,1,52
1,5.9190998,1,51
0,4.9619999,0,53
0,5.4303999,0,53
0,5.9412999,0,51
0,4.9779,1,53
0,5.7181001,0,51
1,3.9751,0,52
1,5.6128001,1,51
0,5.6308999,0,51
1,3.901,0,53
0,5.4102001,0,50
0,5.0250001,0,52
0,5.4047999,0,52
0,4.5942001,1,53
1,4.9524002,1,50
0,5.3642998,0,52
0,6.0423999,0,52
0,4.3171,0,51
0,5.6668,0,51
0,4.9422998,0,53
1,5.7269001,0,50
0,5.5846,0,53
1,4.8971,1,53
0,5.9843001,0,50
0,5.6128001,0,51
1,5.1904998,1,51
1,6.0366001,1,50
1,5.5903001,0,53
0,6.1251001,0,53
1,4.2656999,0,50
0,4.9306998,1,52
1,5.1476002,0,53
1,5.4232998,1,50
0,5.632,0,51
0,5.8793998,0,50
0,6.1236,0,50
0,5.0447998,0,52
0,4.9306998,1,52
0,6.1564002,0,52
1,5.6128001,0,52
0,4.8017998,0,50
0,5.3101001,0,53
0,5.7719002,0,50
0,5.7181001,1,50
1,5.3621998,0,51
0,5.4696999,0,51
1,5.9994998,0,52
0,5.5556002,1,51
0,5.8983998,0,50
0,6.2487001,0,53
0,6.0212998,0,51
0,5.2073002,0,51
0,6.2891002,0,51
0,5.3614001,0,52
0,5.4187999,0,52
1,6.0714998,1,52
0,5.6346998,0,53
0,5.7181001,0,51
0,5.3614001,1,52
1,5.7131,0,50
0,5.1845999,0,51
0,6.2776999,1,53
0,5.2073002,0,53
1,5.6128001,0,53
1,6.2035999,0,51
0,5.7122002,1,50
1,5.6724,1,52
1,3.9751,0,51
0,5.6668,0,50
0,5.6630001,0,50
0,5.6643,0,53
0,4.6683002,0,50
0,5.4991999,0,50
0,5.7669001,0,53
0,4.3318,0,53
1,5.4949999,1,50
0,6.2189002,0,52
1,5.7181001,0,52
0,5.7181001,0,52
0,5.3614001,0,51
0,5.0832,0,52
0,5.6128001,0,50
0,5.4949999,0,53
0,5.8358998,1,52
1,5.5286999,0,52
0,5.1476002,0,52
1,4.9917002,1,52
0,5.8579001,0,52
0,5.3539,0,53
0,5.7582002,0,52
1,5.2073002,0,50
1,5.8723001,1,51
1,5.7030001,1,50
0,5.3161001,1,50
0,6.0181999,1,50
0,5.3130999,0,53
1,4.96,0,52
0,5.6128001,0,50
0,5.0641999,0,53
1,3.3102,0,53
0,2.9847,0,52
0,4.8017998,0,52
0,5.6261001,1,50
0,4.6478,0,53
0,5.0925999,0,51
0,5.4657998,1,53
0,4.8017998,0,53
0,5.2189002,1,52
0,4.1086998,0,50
0,4.6824999,0,53
0,5.6766,1,50
1,5.1782999,1,53
1,6.3425002,0,50
1,4.4452,0,53
0,5.1202998,0,53
0,3.6779001,0,51
0,5.9173002,1,52
0,5.2718,0,50
1,4.9017,0,52
0,6.2093,0,51
0,5.8685999,0,53
0,5.7669001,0,53
1,4.6005001,0,50
0,5.2238002,1,52
1,4.5942001,0,50
0,5.5105,0,51
1,5.2073002,1,52
1,5.1738,1,52
0,5.6668,0,53
1,6.1564002,0,53
0,5.5008998,0,52
1,5.3285999,0,52
1,5.5496998,0,52
0,3.8601999,0,51
1,6.0181999,0,51
1,5.2873001,1,52
0,5.2073002,0,53
0,5.0250001,0,52
0,6.5289998,1,52
0,5.7030001,1,53
0,5.8358998,0,53
0,5.0250001,1,51
1,4.7277002,1,51
0,6.0040002,0,51
0,5.8276,0,52
0,5.8962998,1,53
0,5.0738001,0,53
0,5.1202998,0,52
1,5.0250001,0,52
0,5.0250001,0,50
0,4.7075,0,52
0,6.1856999,0,52
0,5.9331999,0,52
0,6.1956,1,50
1,4.2656999,0,53
0,5.2073002,0,50
1,6.0418,1,53
0,5.9805002,0,52
0,6.1236,0,51
0,5.4949999,0,50
0,5.9250998,0,51
1,3.7600999,1,51
0,5.2873001,1,52
0,5.0250001,0,52
1,5.8502002,0,51
0,5.9004002,0,52
0,5.8526001,0,51
0,5.7168999,0,50
0,4.7765002,0,53
0,5.0250001,0,52
0,5.4303999,0,52
0,5.5008998,0,51
0,5.0970001,0,52
0,5.9004002,1,52
0,6.0172,0,51
0,5.4562001,1,52
1,6.0545998,1,51
0,6.3635001,0,52
0,5.4303999,0,53
0,5.9211001,0,53
0,2.2916,0,50
0,4.8608999,0,53
0,5.7181001,1,51
1,5.7181001,0,50
0,5.7181001,0,53
1,5.1820002,0,52
0,5.4949999,0,50
0,5.4949999,0,51
0,5.6605,0,52
0,6.0897002,0,50
0,5.5556002,0,52
0,5.0250001,0,53
0,5.4303999,0,52
0,5.3927002,0,50
0,4.8505998,1,53
0,5.3006001,0,52
0,5.2143998,0,53
0,4.3709998,0,50
0,4.7765002,0,50
0,5.0641999,0,53
1,4.7103,1,51
0,5.9004002,0,50
0,5.8920999,0,51
0,5.2873001,0,53
0,5.8569002,1,50
0,4.6683002,0,53
0,4.8410001,0,51
0,5.9004002,0,51
0,5.5556002,0,52
0,4.6683002,1,50
0,5.1904998,0,53
0,5.2003002,0,53
1,5.7669001,0,52
0,5.9412999,1,51
0,5.105,0,52
1,5.7546,0,51
0,6.3333001,0,51
0,5.6237998,1,53
0,4.8017998,1,53
0,4.8634,0,50
0,4.9840999,0,53
1,5.6879001,0,53
0,5.9004002,1,50
0,6.1724,1,50
0,5.7951002,1,51
0,5.7181001,0,52
0,6.0897002,0,52
0,5.8579001,0,51
0,5.6668,0,51
0,5.6128001,0,53
1,5.2873001,0,53
0,5.8670001,0,53
0,5.5584998,0,51
0,5.4303999,1,50
0,5.4358001,0,51
0,5.2873001,0,52
0,3.4333999,0,52
0,5.6928,0,53
1,4.9997001,1,50
0,5.6303,0,51
1,5.1345,1,51
0,4.7381001,0,53
0,6.3207998,0,52
0,5.1202998,1,51
0,5.7669001,0,51
0,5.8133998,0,50
0,5.5556002,0,52
0,5.7181001,1,50
0,5.2073002,1,52
0,5.0444002,0,51
0,5.7820001,0,51
0,5.5556002,0,52
1,5.5556002,0,53
0,5.5105,0,52
1,6.1283002,0,53
0,5.0250001,0,50
1,5.4949999,0,50
0,4.2839999,0,52
0,4.7765002,0,53
1,5.7181001,1,50
1,5.6950998,0,53
0,4.9689002,0,52
1,5.0895,0,53
0,4.5836,0,52
0,5.2073002,0,51
0,5.3965001,1,53
0,6.3333001,1,53
0,5.4303999,0,53
0,5.2073002,0,53
0,5.6073999,0,53
0,6.6343999,0,53
0,6.1448002,0,50
0,5.0738001,0,53
0,5.8133998,0,52
0,5.2873001,0,52
0,5.9004002,0,51
1,6.4492002,0,52
0,6.3859,0,50
0,5.7951002,0,51
1,5.9412999,1,52
1,5.8579001,0,51
1,5.9412999,0,51
0,5.1669002,1,50
0,5.8779001,1,51
1,4.7702999,0,53
0,6.1724,1,50
0,5.9004002,0,52
1,5.0250001,0,51
1,4.3302002,0,53
0,4.9840999,0,52
1,5.2480998,0,50
0,5.0444999,0,51
0,5.5004001,0,52
0,5.2873001,0,51
0,5.9998999,1,50
1,4.8613,0,50
0,5.5257001,0,53
0,4.9840999,0,52
1,5.2073002,1,52
0,5.6128001,0,52
1,5.7831998,1,52
0,5.1919999,0,53
0,5.5760002,0,53
1,6.0651999,1,50
0,5.0444002,1,52
1,5.4081998,0,50
0,4.9840999,0,50
0,5.7807999,1,53
0,4.8017998,1,50
0,5.6928,0,50
0,5.6293001,0,51
0,5.9805002,0,53
0,5.6668,0,53
0,5.4499002,0,52
1,5.7181001,1,52
0,5.9354,0,50
1,5.6128001,0,52
0,5.5492001,0,51
0,5.8597002,1,51
0,5.3614001,0,52
1,6.1237001,1,50
0,5.9665999,0,50
0,5.4303999,0,53
0,5.7181001,0,53
1,5.1686001,0,52
0,5.3941002,0,51
1,5.6128001,0,50
1,5.9412999,0,52
0,6.2431998,0,52
0,5.7669001,0,53
0,5.5556002,0,50
1,5.3614001,0,51
0,5.4136,0,52
1,5.5591002,0,53
0,5.1202998,0,53
0,5.2873001,0,53
0,4.6683002,0,51
0,5.4303999,0,52
0,4.9066,1,53
0,5.8776999,0,50
0,5.2873001,0,53
0,5.6128001,1,50
0,5.7951002,0,51
1,5.5556002,0,52
0,5.7669001,0,51
0,5.3175998,0,51
1,6.2740998,0,50
1,5.0250001,1,50
0,5.4632001,0,53
0,5.2073002,1,50
0,5.7858,0,52
0,6.1236,0,52
0,5.9570999,0,51
0,5.5053,0,51
0,4.7593999,0,53
0,5.9349999,0,50
0,5.1202998,0,53
1,5.7428002,0,52
1,4.7806001,0,51
1,5.4303999,0,53
1,5.6128001,0,52
0,5.3397999,0,53
0,5.8909001,0,51
1,5.7002001,0,50
1,5.9067001,1,50
0,5.7181001,0,52
0,5.2073002,0,53
0,5.9805002,1,50
1,5.5749998,0,53
0,5.4303999,0,52
0,4.1086998,0,52
0,6.0181999,0,51
1,6.2776999,0,53
0,5.9607,0,53
0,5.6928,0,52
1,5.4617,0,51
0,5.8793998,0,52
1,5.7904,0,50
0,5.4285998,0,53
1,5.8133998,0,52
0,5.4303999,0,53
0,5.6174002,0,51
0,4.9997001,0,53
0,6.7536998,0,51
0,5.4949999,0,52
1,5.5702,0,53
0,5.2873001,1,53
1,5.0153999,0,51
1,5.0250001,0,51
1,5.7217002,0,50
0,5.5374999,0,50
0,5.7181001,1,50
0,5.5718999,0,53
1,5.7080998,1,50
0,5.8407001,0,53
0,5.3337002,0,52
0,5.6170001,0,51
0,4.3537002,1,53
0,5.7827001,0,51
0,5.0250001,0,51
0,5.5634999,1,50
0,5.4949999,0,53
0,5.105,0,52
1,5.1382999,0,53
0,5.0250001,0,51
0,5.4499002,0,52
1,5.4303999,0,51
1,4.5468998,1,52
0,5.1974001,0,50
0,5.4303999,1,53
0,4.4271002,1,53
1,5.5846,0,53
0,5.8358998,0,52
0,5.2465,1,53
0,6.6736002,1,50
0,5.4303999,0,51
0,4.5611,0,53
0,5.4303999,0,52
1,5.8358998,0,53
0,5.4303999,1,50
1,5.4303999,1,51
0,3.6387,0,53
0,5.8604002,0,51
1,3.8601999,1,51
1,4.7866001,0,53
0,4.4905,0,51
0,5.7728,1,52
0,5.4526,1,51
0,6.0545998,0,51
0,5.6859002,0,51
0,4.7687001,0,51
0,5.5544,0,51
0,5.5569,0,53
0,6.1564002,0,52
0,5.3467002,0,52
0,4.8818998,0,53
0,5.5342002,0,52
0,5.2182999,1,51
1,5.9004002,0,50
0,5.0832,0,51
0,5.8930998,0,51
0,5.4303999,0,51
0,5.7669001,0,52
0,3.0980999,0,53
1,5.7084999,0,51
0,5.7691998,0,51
0,6.4113002,0,51
0,5.6016002,1,50
1,5.6668,0,52
1,5.4303999,1,51
0,5.9741998,0,52
0,4.4119,0,52
0,5.6279001,0,51
0,5.5257001,0,51
0,5.4303999,0,50
1,5.6128001,1,50
0,5.9412999,0,52
0,6.2845998,0,50
0,4.6334,1,53
0,5.2024002,0,51
1,5.7181001,1,50
1,5.0641999,0,50
0,5.7181001,0,53
1,5.5437999,0,53
1,5.6237998,0,52
0,5.8576999,0,50
0,6.0132999,0,52
0,5.6668,1,51
0,5.6668,0,51
0,5.2873001,0,51
1,5.2480998,1,53
0,5.6128001,0,53
1,5.2873001,1,52
1,5.4544001,0,51
0,4.8818998,1,51
1,4.2698998,0,52
1,6.1202002,1,50
0,5.1202998,0,52
0,5.2073002,0,50
0,5.2965999,0,51
0,5.5197001,1,51
0,5.7181001,0,51
1,5.7181001,1,50
1,6.1236,1,51
1,3.4154999,0,53
0,5.2586999,0,53
1,3.7520001,1,50
0,5.3150001,1,53
0,4.3023,0,53
0,6.0545998,0,51
1,5.6668,0,53
0,6.1564002,0,51
0,5.9412999,0,50
0,5.9412999,0,53
0,5.4303999,0,52
1,5.6668,0,53
0,5.6668,0,53
0,4.9945002,0,50
0,6.0181999,0,53
0,6.3333001,0,53
0,5.6128001,0,50
1,5.6027999,0,51
0,4.8663998,0,52
1,5.7181001,0,52
0,5.9412999,0,51
0,5.5556002,0,53
0,5.8374,0,53
0,5.0641999,0,52
0,5.7810001,1,53
0,5.7181001,0,52
0,4.9689002,1,51
0,5.1581998,1,53
0,6.4113002,0,50
0,4.0307002,0,51
0,5.4303999,0,52
1,5.4184999,0,50
0,5.7188001,0,50
1,5.9067998,0,53
0,5.9250998,1,50
0,5.7181001,0,52
1,6.4144001,0,51
0,6.2115998,1,53
0,5.2073002,0,53
0,5.8785,1,51
0,5.5556002,1,50
0,5.2835002,0,53
0,3.4154999,0,52
0,4.8017998,0,52
0,5.1733999,0,51
0,5.7181001,0,52
0,5.4569001,0,52
1,5.7428002,0,53
0,2.7224,0,52
1,5.3614001,1,52
1,5.6276999,0,51
0,6.0188999,0,53
0,5.0250001,1,50
1,5.2702999,0,53
0,5.1202998,0,53
0,5.9492002,0,52
0,5.0440001,1,51
0,5.5714998,0,52
0,5.8586998,0,52
1,5.9412999,0,53
0,4.1479001,0,50
0,5.1202998,0,51
0,5.8204002,0,50
0,5.0250001,1,50
0,5.5040998,0,51
0,5.8579001,0,52
0,5.2796001,0,53
0,6.0293002,1,50
0,5.4949999,0,50
0,5.6128001,0,52
0,5.7905998,0,52
0,5.5745001,0,53
0,5.4303999,0,52
1,5.8525,0,52
0,6.1202002,1,51
0,5.4303999,0,51
0,5.8133998,1,51
1,5.0879002,1,51
0,5.4123998,1,53
0,5.2003002,1,51
1,4.1374002,1,50
0,5.8133998,0,53
0,5.8491001,1,52
0,6.0366001,0,51
0,5.9004002,1,52
0,5.2073002,0,52
0,5.9004002,0,50
0,5.6037002,0,51
0,5.4303999,0,50
0,5.2950001,0,52
1,4.8386002,0,53
0,5.4949999,1,52
1,5.4949999,1,50
0,6.1068001,0,52
0,5.6928,0,51
0,5.7820001,0,53
0,5.5257001,1,51
0,5.0250001,0,50
0,5.5556002,0,50
0,5.6928,0,50
0,5.5074,0,50
0,5.5749998,0,51
0,4.9196,0,50
1,4.6880999,0,50
1,5.4369001,1,52
0,5.5672998,1,53
0,5.4303999,0,50
0,5.9805002,0,50
1,5.2873001,0,53
0,4.7193999,0,53
0,6.2115998,0,51
0,5.1989002,0,51
0,5.4303999,0,51
0,6.0545998,0,50
0,5.9215999,0,52
0,5.2873001,1,50
0,5.3101001,1,50
0,5.7181001,0,52
1,5.4271002,0,53
0,5.1560001,0,53
0,5.6668,1,53
0,5.7181001,1,51
0,4.204,1,52
0,3.6779001,1,50
0,5.6596999,0,51
0,5.3614001,0,51
1,4.8899999,0,53
1,5.3025999,1,53
1,4.5141001,1,53
1,4.6392999,0,52
0,4.5454001,0,50
0,5.7572999,0,52
0,5.5827999,0,51
0,5.6314001,1,51
1,.1305,0,51
0,4.5366998,0,51
1,5.4148002,1,50
0,6.4113002,0,51
0,5.9805002,1,53
1,5.6668,1,51
1,5.7428002,0,52
0,4.7765002,1,51
0,5.9004002,0,52
0,5.0250001,0,53
0,5.5799999,0,52
0,5.7669001,0,53
1,5.1202998,0,50
0,5.6128001,0,52
0,5.7669001,1,52
0,4.2909999,0,53
0,4.8797002,0,52
1,4.6964998,1,52
0,5.0746002,0,52
1,6.4913001,0,51
1,4.9812999,0,52
0,6.0938001,0,53
0,5.4949999,0,53
0,5.934,0,52
0,5.8133998,0,53
0,5.7669001,0,51
0,4.9390001,1,53
0,5.3692002,0,52
0,5.7181001,0,52
0,5.9362001,0,50
1,5.2073002,0,51
1,5.5672998,0,50
0,4.9509001,0,51
