elig,lwage,vet,yob
0,5.4236999,0,52
1,5.2161999,1,52
0,4.8717999,0,52
0,5.9412999,0,53
0,5.6128001,1,51
0,5.0430999,0,53
0,5.7181001,0,50
1,5.1202998,0,53
0,5.1820002,1,51
1,5.9412999,0,50
1,5.9805002,0,53
0,6.0862002,1,51
0,5.8358998,0,51
0,5.4303999,0,51
1,6.0545998,1,50
0,5.1202998,1,52
1,4.7426,1,53
1,5.4840002,0,53
1,6.2181001,0,50
0,4.9196,0,51
0,4.9196,1,50
1,5.2480998,0,53
0,5.6402001,0,51
0,4.4013,1,50
0,5.1652999,0,50
0,4.8017998,1,51
0,5.8579001,0,52
1,5.7669001,0,50
0,4.5141001,0,53
0,3.4266,0,50
1,5.9412999,0,50
0,6.1236,0,50
0,5.8202,1,50
0,5.4949999,1,51
0,5.5437999,0,51
1,4.9196,1,50
0,4.6824999,0,50
0,5.2073002,0,50
0,5.2718,1,50
0,5.6567001,0,53
1,4.4197998,0,50
0,5.7181001,1,50
0,6.0545998,0,52
0,5.7059999,0,51
0,5.7904,0,52
0,5.2073002,0,53
0,5.8579001,0,50
1,5.6430001,1,53
0,5.6128001,0,53
1,5.3376002,1,52
0,5.0250001,0,53
1,6.0545998,0,50
0,4.9134002,0,51
0,5.0641999,0,53
1,4.6785002,0,53
0,5.9446001,0,50
0,5.9412999,1,53
0,5.8133998,0,52
1,4.8520002,1,52
0,4.823,0,51
1,4.9559999,0,51
1,4.9919,0,50
1,4.6587,0,50
0,5.7181001,0,51
0,5.0641999,0,53
0,5.9412999,0,51
0,5.6128001,0,53
1,5.5960002,1,53
0,6.3333001,1,50
0,4.9099998,1,52
1,-3.1245,1,52
1,5.2073002,1,51
1,5.2227998,1,52
0,5.9412999,1,50
0,5.4091001,1,53
0,5.8793998,0,51
1,4.3183999,0,51
0,5.3519001,0,51
0,5.2073002,0,50
1,4.7765002,0,52
1,5.4949999,1,51
0,5.5672998,0,53
1,5.3154998,0,53
0,5.6012998,0,51
0,5.3674002,0,53
0,5.7185998,0,51
0,5.4415002,0,53
0,6.2681999,0,51
0,6.4113002,1,50
1,6.0545998,0,53
1,5.2873001,1,50
0,5.6072001,0,50
1,5.4303999,0,53
0,5.3101001,1,50
1,5.4502001,0,51
0,5.6668,0,51
0,5.5257001,0,53
0,5.3614001,1,53
1,5.0039001,0,51
1,5.8133998,1,51
0,5.4007001,0,53
0,5.8878999,0,51
1,6.6343999,0,53
0,5.3614001,0,51
0,5.2873001,0,53
1,2.7224,0,53
1,5.2873001,1,51
1,5.9004002,0,53
0,5.7126002,1,53
1,5.7181001,1,51
1,5.3965001,1,51
0,3.6387,1,50
0,4.5534,0,51
0,5.5496998,0,53
0,5.6971002,1,52
0,4.9857998,0,53
0,5.1733999,1,52
0,5.2241998,0,53
1,4.9273,0,53
1,5.3154998,0,53
0,5.4568,0,51
0,5.9004002,0,50
0,6.0897002,0,53
1,5.5749998,0,51
1,5.105,0,50
0,5.7982001,0,50
0,5.9004002,0,50
0,5.5556002,0,52
0,5.4370999,0,50
0,5.6668,0,53
1,6.0858002,0,52
0,6.0897002,0,52
1,5.3614001,1,51
0,5.1332002,0,52
0,5.7378998,1,52
0,5.0932002,0,53
1,5.0591998,0,52
0,5.6128001,0,50
0,5.7940998,1,52
0,5.2712998,0,51
1,5.8579001,0,52
0,5.5556002,1,50
0,5.7340002,1,53
0,5.4050999,0,50
0,5.8579001,0,50
1,5.224,0,50
0,4.5862002,0,51
0,1.9837,0,51
1,5.4284,1,52
0,5.6668,0,52
1,5.9514999,0,53
0,5.3614001,0,53
1,5.0738001,1,51
0,5.7181001,0,50
1,6.5179,0,50
0,5.3614001,0,50
0,6.1788998,0,52
0,5.4632001,0,53
1,4.1086998,1,52
0,5.8548002,0,52
0,4.1574998,0,52
1,5.6299,1,52
1,5.6346998,1,52
0,6.007,1,50
0,5.6402001,0,51
0,5.8491001,1,50
1,6.0655999,1,50
0,5.3965001,0,50
0,6.0181999,1,53
0,5.9250998,0,52
1,5.7126002,0,51
0,5.5556002,0,53
0,5.5556002,0,50
1,5.8934999,0,50
0,5.9558001,0,50
0,5.2873001,0,51
0,5.9412999,0,51
1,6.1880999,0,50
0,5.5496998,0,52
0,4.9657998,0,51
0,5.4696999,1,52
1,4.0144,0,50
0,5.8579001,0,53
0,5.4169998,0,53
1,5.8133998,1,51
0,4.8498001,0,52
0,5.8133998,0,51
1,4.9196,1,52
1,4.9196,0,50
0,4.9737,0,52
0,5.0949998,0,51
0,4.7277002,1,50
0,6.2189002,1,50
1,4.7483001,1,52
0,5.1202998,1,50
1,5.8579001,0,52
0,5.1202998,0,53
0,6.6343999,1,51
0,5.0250001,0,51
0,5.4768,0,50
0,3.9847,0,51
0,5.6687002,0,53
1,6.0419002,0,51
1,5.3586001,1,52
0,5.0763998,0,52
0,4.2729001,0,50
1,5.3968,0,51
0,5.5946002,0,51
1,5.3323002,0,50
0,5.8431001,0,53
0,5.5145998,1,53
0,5.8558998,0,50
1,5.6166,0,53
0,5.1020999,0,53
0,5.1891999,0,50
1,5.6199002,0,52
0,6.0254002,0,50
0,4.7283001,0,50
0,5.6156998,0,52
0,4.4647999,0,52
1,5.0037999,0,50
1,5.6443,0,51
0,5.2195001,0,53
0,5.8023,0,51
0,6.1652002,0,52
0,5.4573998,0,51
0,4.4488001,0,52
0,5.5998001,0,51
0,5.4573998,0,51
1,5.4573998,0,51
0,5.4298,0,53
0,6.1795998,0,50
0,5.9563999,0,51
1,5.2632999,0,52
1,5.7596998,0,53
0,3.3174,0,51
0,5.9881001,1,50
0,5.013,0,50
0,5.8431001,0,51
0,4.7192001,0,50
1,6.0419002,0,50
0,5.3323002,1,50
1,6.9417,0,53
0,5.1090999,0,53
1,5.8431001,0,52
1,5.3323002,0,51
0,5.4840002,0,50
0,5.5145998,0,50
0,6.0254002,1,50
0,4.6782999,0,51
0,6.3853998,0,50
0,5.6687002,0,52
0,4.8778,0,53
1,4.7814999,1,50
0,5.3650999,0,51
0,6.2154002,0,52
0,5.1891999,0,53
1,5.2195001,0,51
0,5.3455,0,51
0,4.1775999,0,52
1,6.0630002,0,50
0,5.3323002,0,53
0,5.6687002,0,51
0,5.6199002,0,52
0,5.0221,0,50
0,5.6199002,0,53
0,5.5256,0,51
0,5.3597999,0,53
1,5.7596998,0,52
1,5.5145998,0,52
1,5.4573998,0,51
0,5.0042,0,50
0,5.2983999,0,53
1,4.8325,0,53
0,5.3586001,0,53
0,5.9776001,0,52
0,5.6687002,0,53
0,5.4396,0,53
0,5.5874,1,50
1,5.5686998,0,51
0,5.2269001,0,51
1,5.8431001,1,53
0,6.2076998,1,51
0,5.5145998,1,50
0,5.3779001,0,52
1,5.2632999,0,52
0,5.4359999,0,50
0,5.4573998,0,53
0,5.2790999,1,53
0,4.8102999,0,50
0,5.3323002,0,52
0,5.4814,1,51
0,5.7953,0,50
1,5.6687002,1,53
0,6.1506,0,53
0,4.8509002,1,51
0,2.0111001,0,50
0,5.9200001,1,51
0,5.8023,1,52
1,4.4959998,0,53
0,5.8431001,0,50
0,5.9229002,0,52
0,5.8023,0,51
0,5.6199002,0,53
0,5.0401001,0,50
0,5.6199002,0,53
0,5.7153001,0,50
0,5.6394,0,50
0,6.2877998,0,52
1,5.8228998,0,53
0,4.8070002,0,53
0,5.5946002,1,51
0,5.6280999,1,50
0,5.8831,0,52
0,5.7377,0,53
0,4.1392999,1,50
0,4.8790002,0,50
0,5.6995001,0,52
0,5.7153001,0,52
0,5.1156998,0,53
0,5.2632999,0,51
0,5.1891999,0,53
1,4.7837,0,53
1,6.1506,0,50
1,5.6687002,1,53
0,5.6199002,0,52
0,.87550002,0,52
0,6.0254002,0,50
0,6.4084001,0,51
0,5.5229001,0,53
0,5.6199002,0,52
0,5.6592002,0,53
0,5.5339999,0,51
0,5.1090999,0,50
1,1.0148,0,50
0,5.1090999,0,51
1,5.9635,0,53
1,5.7153001,0,52
1,4.3347001,0,51
0,5.8431001,0,52
0,5.5145998,0,52
1,5.7153001,0,52
1,6.4954,0,51
0,5.1757002,1,53
0,5.5145998,1,52
0,5.7870002,1,50
1,5.6687002,0,50
0,5.9914999,0,52
0,5.6199002,0,52
0,5.5686998,0,53
0,5.7596998,1,53
0,5.4047999,0,53
0,6.1627998,0,50
0,4.9313002,0,52
0,5.9563999,0,50
1,5.8431001,0,52
1,5.6199002,0,53
0,6.0837002,0,52
0,5.6687002,0,52
0,5.6199002,1,52
1,5.1090999,0,53
1,5.6687002,0,53
0,6.0908999,0,53
0,5.8431001,0,53
1,6.0426998,1,50
1,5.7153001,0,51
1,5.9836001,1,50
0,5.8379002,0,52
0,5.3323002,0,50
0,5.1233001,0,53
0,5.1090999,1,52
0,5.8431001,0,53
0,4.6782999,1,53
0,5.8431001,0,51
0,5.7575998,0,52
0,5.8431001,0,51
0,5.1259999,0,53
0,-.47690001,0,50
1,5.5005999,0,50
1,4.7749,1,52
1,5.2209001,1,52
0,6.1700001,0,50
0,5.1082001,0,53
0,5.5107002,0,52
0,4.6696,0,51
1,5.2983999,0,52
0,4.8325,0,51
0,5.4456,0,53
1,5.7153001,0,53
0,5.9200001,0,53
0,5.3323002,1,51
1,5.2195001,0,50
0,6.0254002,0,51
0,5.5946002,0,52
1,5.5145998,0,52
1,5.5946002,1,52
0,5.3968,0,51
1,5.4533,0,53
0,5.6199002,0,52
1,5.6968999,0,51
0,4.6782999,0,52
1,5.6199002,0,53
0,5.0221,1,52
0,5.1090999,1,52
0,6.4070001,0,53
0,5.9846001,1,50
0,5.6199002,0,50
0,5.3323002,0,53
0,5.8822999,0,52
0,4.4159999,0,53
0,6.1795998,1,50
0,5.3323002,0,52
0,5.8431001,0,50
0,4.9267998,0,52
0,6.1055002,0,52
0,6.0254002,0,53
0,5.3663998,0,53
0,5.4303002,0,50
1,4.5605998,1,53
0,5.0922999,1,51
0,6.6739001,0,52
0,6.2068,1,52
0,5.5145998,0,51
0,5.1090999,0,53
1,5.5686998,0,53
1,5.8628998,1,52
1,5.6717,0,52
0,5.2360001,1,51
0,5.3323002,0,53
1,5.5145998,0,53
0,4.6294999,0,50
0,4.7037001,1,51
0,5.3916998,0,52
1,6.0646,0,50
0,5.3968,0,50
0,4.9425001,0,52
0,5.4573998,0,50
1,6.0201001,1,53
0,5.3916998,0,50
0,5.9060001,0,51
1,5.2632999,1,50
0,5.1090999,0,51
0,4.9267998,0,51
0,5.1891999,0,51
0,4.9755998,0,53
0,1.9311,0,53
0,5.2632999,0,52
0,4.8119001,0,51
0,5.5686998,0,51
0,5.8023,0,50
0,5.3354001,0,52
0,6.1401,0,52
1,5.7153001,1,51
0,3.9851999,0,52
0,5.7596998,0,53
0,5.0665998,1,52
0,4.8046999,0,51
0,5.5051999,0,50
0,5.0837998,0,52
1,4.9755998,0,52
1,5.3968,0,50
0,6.4084001,0,53
0,5.5419998,0,50
1,5.4445,0,52
1,4.9850998,1,50
1,5.4864001,0,50
1,5.3432999,0,51
1,5.5145998,0,53
0,5.7153001,0,52
1,6.1506,0,51
0,4.8481998,0,51
0,5.5075998,0,52
0,6.2617998,0,52
1,6.0254002,0,53
0,5.2284002,1,50
0,5.5276999,0,52
0,5.3968,0,50
1,2.6242001,0,52
0,5.9310999,0,50
0,5.0685,0,51
0,5.7198,0,50
0,5.6199002,0,51
0,6.0899,0,52
1,5.2185001,0,53
0,6.0805001,0,51
0,5.8023,0,52
0,5.6687002,0,51
0,5.9017,0,51
0,5.8611002,0,50
1,5.6099,1,52
0,5.3323002,1,53
0,5.2126999,0,52
0,5.4393001,0,53
0,6.7986002,0,52
0,5.4573998,0,51
0,5.4573998,0,52
1,6.0254002,1,53
0,6.3130999,0,50
0,5.9863,0,52
1,4.7428999,0,53
0,5.3323002,0,51
0,5.9877,1,52
0,4.6898999,0,53
0,5.0752001,0,53
1,5.1090999,0,50
0,5.4359999,0,52
0,4.9784002,0,53
0,4.4959998,1,50
0,5.7596998,0,51
0,5.6687002,0,53
0,5.3227,0,51
0,4.4159999,0,52
0,6.0254002,0,50
1,5.8822999,0,50
1,5.7153001,0,50
0,5.8431001,1,52
1,6.0899,0,52
1,6.0577002,0,50
0,4.6004,0,52
1,5.6199002,1,50
0,2.9096,0,51
1,6.2617998,0,50
0,6.6673002,0,53
0,5.6199002,0,50
1,5.8431001,1,50
0,4.6279998,0,50
1,5.0221,1,52
0,5.9657001,0,52
0,5.8228998,1,50
0,3.3174,0,51
0,4.9267998,0,52
1,6.0056,0,53
0,4.8634,0,52
1,5.7392001,1,50
0,5.1891999,1,52
0,4.4520001,1,53
0,5.7522998,0,50
0,5.3323002,1,51
1,4.6595998,0,52
0,5.3323002,0,52
0,4.8214002,0,52
0,5.9383998,1,52
0,5.5791001,0,51
0,5.5686998,0,51
1,6.1838999,0,51
0,6.2076998,0,51
0,5.2632999,1,51
0,5.2195001,0,53
0,2.8065,0,51
0,5.6592002,0,51
0,4.8860002,0,52
0,5.6687002,0,51
0,5.2845001,0,50
0,6.0581999,0,52
1,5.7596998,1,53
0,5.7080002,0,50
0,5.3968,0,52
0,5.0314999,1,50
0,5.8822999,0,52
0,5.6199002,0,52
0,4.9267998,0,51
1,6.0899,0,51
0,5.1090999,0,52
1,5.1006999,0,53
0,5.6020002,0,53
0,5.8969002,1,50
0,5.3323002,0,50
0,5.9776001,0,51
0,5.1090999,0,53
1,4.9267998,0,51
0,5.8773999,0,53
0,5.0068002,0,53
0,5.9563999,0,50
0,5.9721999,0,53
0,4.8108001,1,53
0,5.7810001,0,50
1,3.8961999,0,53
0,4.8797002,0,52
0,5.0221,1,50
0,5.0401001,0,50
0,3.5404999,0,52
0,4.5700998,0,51
0,4.8568001,0,51
0,5.0616002,1,53
0,5.6199002,0,51
1,5.6199002,0,52
0,5.3024998,0,50
0,3.2771001,0,52
0,6.0254002,0,53
0,4.2535,0,50
0,5.2101998,0,50
0,4.5700998,1,50
0,5.1975999,0,53
1,5.7198,0,52
0,5.8431001,0,52
0,5.6410999,0,50
0,6.2385001,0,51
0,5.8023,0,52
0,5.5373998,0,50
0,2.1134,0,51
0,5.4123001,1,53
1,5.1499,0,53
0,4.5700998,1,50
1,5.3323002,0,53
1,5.3586001,1,51
1,5.4275999,1,52
1,5.0482998,0,52
1,4.9439998,1,51
0,5.0349998,0,51
0,5.5686998,0,51
0,6.1073999,0,51
0,6.0899,0,51
0,5.256,1,53
0,7.1662998,1,52
1,5.2044001,0,52
0,5.9914999,0,52
1,6.5159998,0,52
0,6.1506,0,53
0,4.8214002,0,52
1,4.6524,1,50
1,4.9906998,0,52
1,5.3323002,1,52
0,5.079,0,50
1,5.6348,0,51
1,6.0254002,1,51
1,6.3130999,0,50
0,4.6782999,0,50
0,5.5523,0,52
0,5.0612998,0,53
0,5.3968,0,52
0,5.6687002,1,52
0,5.6100001,0,52
1,5.7055998,0,53
1,5.2488999,1,50
0,5.1090999,0,50
0,5.3323002,0,53
1,5.4203,0,53
0,5.0221,0,51
0,5.0510001,1,51
0,5.5419998,1,51
0,5.8023,0,52
1,4.7837,1,52
0,5.3323002,0,53
0,5.6834002,0,53
0,5.5686998,1,50
1,6.2617998,0,50
0,5.2431998,0,50
1,6.1795998,0,53
0,5.3323002,0,50
0,5.6348,1,50
0,5.5812001,1,51
1,5.8431001,0,52
1,5.9453001,0,50
0,5.8822999,1,50
0,4.0904999,0,52
0,5.9741001,0,50
0,5.9563999,0,51
0,5.6199002,0,53
1,6.2076998,0,53
0,4.6391001,0,51
0,5.2983999,0,52
0,5.3783998,0,52
1,5.9014001,1,50
1,5.5145998,0,53
0,5.3323002,0,50
0,5.8484001,0,52
0,6.0254002,0,51
1,4.6654,0,52
0,6.0254002,0,53
0,5.8298998,1,53
0,5.6199002,0,53
0,5.8431001,0,50
0,4.2729001,0,51
1,6.0899,0,50
0,5.1891999,0,51
0,4.4236999,1,51
0,5.8822999,0,51
1,5.6199002,1,50
0,5.7596998,0,53
1,5.4145002,0,50
0,5.8023,0,51
1,4.6093001,0,53
0,5.8228998,0,53
0,5.9200001,0,51
0,5.1090999,0,51
0,5.2041998,0,53
1,4.9267998,1,52
0,5.8431001,0,51
0,5.631,0,53
1,5.5686998,0,51
1,5.5763001,0,53
0,5.3650999,0,50
0,5.4654002,1,53
0,5.4133,0,52
0,5.6672001,0,53
0,4.9755998,1,52
0,4.3992,1,51
0,5.1090999,1,51
0,5.2632999,0,52
0,5.0922999,0,51
0,2.4519,1,50
1,5.3968,1,50
0,5.1090999,0,52
0,4.9267998,0,52
1,5.3323002,1,52
0,5.9200001,0,50
1,5.4123001,0,50
0,4.9267998,0,51
0,3.9051001,1,52
0,5.1891999,1,50
0,5.1499,0,53
0,4.6782999,1,53
1,6.1506,0,53
0,5.3968,0,50
1,5.4159002,0,53
0,4.9267998,0,50
0,5.9352999,0,50
0,5.6241002,0,52
0,4.2063999,0,50
0,5.4190001,1,50
0,5.3323002,0,53
1,5.3968,0,50
1,5.6546998,0,51
0,5.3845,0,51
0,5.4459,0,52
1,5.7658,0,51
1,5.7487998,0,50
1,5.6248999,1,50
0,5.3968,0,51
1,6.3466001,0,50
0,5.5668001,0,53
0,6.0899,0,50
1,5.5145998,0,53
1,4.8530998,0,53
0,4.6782999,0,53
0,5.9274001,0,51
0,5.8023,0,50
1,5.8431001,0,50
0,5.8667998,0,51
1,5.3069,1,50
1,5.2488999,0,52
0,5.5686998,0,53
0,5.8431001,0,50
0,5.3323002,0,50
1,6.2877998,0,51
1,6.0899,0,50
0,6.1055002,1,50
0,6.1795998,0,52
0,5.8731999,1,51
0,5.1090999,0,52
1,5.9914999,0,50
0,5.3968,0,53
0,5.3323002,0,50
1,5.8822999,0,50
0,5.2761998,1,51
0,5.5166001,0,50
0,5.7153001,0,51
0,6.3130999,0,51
0,5.5686998,0,53
0,5.8023,1,51
0,5.8955998,0,50
1,5.5542998,0,51
0,5.3045001,0,50
0,2.6380999,0,53
0,5.6518998,0,52
0,5.9563999,0,50
0,5.5145998,1,50
1,5.6199002,0,50
0,5.6199002,0,51
1,5.8431001,0,52
0,5.3323002,1,50
0,5.6039,0,50
1,5.4099002,0,52
1,5.9563999,0,53
0,5.5145998,0,52
0,4.8755002,0,52
0,5.8431001,0,53
0,5.6829,0,53
1,3.8673999,0,53
0,5.6870999,0,53
0,3.0689001,0,53
1,5.8204002,1,50
1,5.2336001,0,50
0,5.4275999,1,53
1,5.4882002,1,51
0,5.2632999,0,52
0,5.9914999,0,50
0,3.5797,0,50
0,5.7596998,0,52
0,5.9914999,0,53
0,4.8062,1,51
0,5.4514999,0,52
1,5.2284002,0,52
0,5.5145998,0,53
0,6.1795998,0,50
0,5.5145998,0,51
1,5.4559002,1,50
0,5.3683,0,51
0,5.4275999,0,52
0,5.7596998,0,52
1,5.6445999,1,52
0,5.3842001,0,53
0,5.3432999,0,53
0,6.5362,0,51
0,4.9906998,0,52
1,5.4573998,0,50
0,5.5071001,0,52
0,4.9267998,0,52
1,5.7377,0,50
0,6.0254002,0,52
0,5.6199002,1,51
1,5.8822999,1,50
0,5.5145998,0,53
1,5.5686998,0,53
0,5.7153001,0,50
1,5.8023,0,52
0,5.2775002,0,51
0,5.1891999,0,53
1,5.4626999,1,51
0,5.0939002,0,51
0,5.4864001,0,53
1,5.9692998,0,53
0,4.9066,0,51
1,5.4573998,0,52
1,5.0837998,1,51
1,5.7153001,0,53
0,5.2632999,1,51
0,6.2617998,1,50
0,5.6199002,0,53
0,4.4488001,0,51
0,5.2632999,0,51
0,5.8225002,1,53
1,5.5145998,0,52
1,5.5145998,0,53
0,5.1255999,0,52
0,5.5256,0,50
0,4.8214002,1,51
1,5.8562002,0,51
0,5.5124002,1,50
0,5.8849001,0,50
1,5.1989999,0,52
0,5.5686998,0,52
0,5.3635998,0,53
1,5.3323002,1,51
0,5.5538001,0,52
0,5.6199002,0,53
1,5.9914999,1,51
0,5.3715,0,52
0,4.9927001,0,53
1,5.1891999,0,51
1,5.6199002,0,50
0,5.9200001,0,53
0,6.0254002,0,50
0,6.0581999,0,51
0,6.2076998,0,50
0,4.4805999,0,53
0,6.0742002,0,52
0,5.4396,0,52
0,5.5570998,1,52
0,6.3130999,0,50
1,4.8035002,0,51
1,5.2632999,0,52
0,5.7153001,0,53
0,6.8727002,0,50
0,6.0254002,0,52
0,5.7333002,1,50
0,5.1174002,0,53
0,3.6489999,0,53
0,4.4959998,0,52
0,6.9182,0,50
0,4.9267998,0,52
0,5.2185001,0,53
0,4.4706998,0,52
1,5.5686998,0,50
0,5.9200001,1,50
1,5.1090999,0,53
0,6.6146998,0,53
0,5.3650999,0,52
1,5.6687002,1,50
0,5.5633998,0,53
1,5.2417002,0,53
0,4.9885001,1,51
0,5.3188,0,52
1,4.2729001,1,52
0,4.5411,1,50
0,5.0221,0,52
0,5.8042998,0,52
0,5.6199002,0,50
0,5.6199002,0,52
0,5.7377,0,52
0,4.6212001,0,50
1,5.7823,0,50
0,4.8607001,0,50
1,4.7454,0,50
1,5.5686998,1,50
0,4.9267998,0,50
0,5.8023,0,51
0,5.5145998,0,52
1,5.5685,0,51
1,5.5686998,1,52
0,5.6199002,0,53
0,6.0179,1,50
1,4.7582998,0,53
0,5.8228002,0,52
0,5.3337002,0,53
0,4.6391001,0,51
0,6.0109,0,51
0,5.4573998,0,52
0,5.3968,0,52
0,5.6577001,0,51
0,5.3968,0,53
0,5.4668002,0,51
0,5.4573998,0,51
0,5.5339999,0,51
0,4.6524,0,52
1,6.0899,0,50
1,4.8046999,0,52
0,5.0144,0,52
0,5.5686998,0,50
0,6.1795998,0,50
0,3.2660999,1,53
1,4.0105,1,52
0,5.7377,1,52
1,6.0158,1,51
0,5.8023,0,53
0,5.6199002,0,53
0,5.4864001,0,52
0,5.6687002,1,50
1,5.2623,1,51
0,5.1499,0,52
0,5.7282,0,53
1,6.0086002,1,50
0,5.5686998,0,50
0,5.7347002,0,52
0,3.6851001,0,50
0,6.1795998,0,51
0,4.9660001,1,52
0,5.3188,1,50
0,5.6445999,0,53
0,5.6199002,1,53
1,5.6199002,1,50
0,6.5560002,1,50
1,5.9563999,1,50
0,5.7153001,1,51
0,4.2729001,1,50
0,5.2845001,0,52
0,6.3466001,0,53
1,6.0221,1,52
1,5.7596998,0,51
0,5.3323002,0,51
0,6.0899,0,53
1,5.3968,0,51
1,4.8442998,0,53
0,6.0254002,0,50
0,5.3678999,0,51
0,6.1795998,0,50
0,5.8431001,0,51
0,5.8099999,0,51
0,5.5570998,0,52
1,5.5686998,0,52
0,5.4456,0,53
0,5.6410999,0,50
0,6.0876999,1,50
0,5.8431001,0,51
0,5.1891999,0,52
0,5.4450998,1,52
0,6.1170001,0,52
1,5.7870002,0,51
1,5.0068002,0,52
1,5.3323002,0,52
1,4.8214002,0,52
0,5.5050001,1,50
1,6.1093998,0,53
0,5.9563999,1,53
0,5.2632999,0,53
0,5.8431001,0,50
0,5.9394999,0,53
1,5.6687002,1,51
0,5.7153001,1,52
1,5.8319998,1,53
0,4.9466,0,50
0,6.1795998,0,52
1,4.9466,1,50
0,4.0904999,0,50
0,6.0581999,0,50
0,5.8822999,0,51
0,5.8822999,0,50
1,5.2789001,0,51
0,5.8822999,1,53
1,5.7596998,0,51
0,4.8706999,0,52
1,4.9660001,0,52
0,5.4768,1,52
0,6.2877998,0,50
0,5.9383998,1,52
1,5.3323002,1,50
0,6.2076998,0,53
0,5.5219002,0,52
1,5.7607999,0,52
0,6.8727002,0,53
1,5.9053001,1,53
1,5.1736999,0,51
1,3.3973999,1,52
0,5.7582998,0,53
0,5.8431001,0,52
1,6.3769999,0,51
1,5.8023,1,52
1,6.0063,1,51
0,5.3520999,0,52
0,5.6199002,0,53
0,5.4586,0,51
0,5.8023,0,51
0,5.7153001,0,50
1,5.6199002,0,50
0,5.8204002,0,52
1,5.9563999,0,51
0,5.7153001,0,52
1,5.1090999,1,52
0,5.3232999,0,51
0,5.1891999,0,53
0,6.2617998,0,51
1,5.1725001,0,51
0,4.5700998,0,50
0,5.7107,0,53
0,4.9267998,0,51
0,5.9563999,0,51
0,6.2350998,1,52
0,5.5843,0,51
0,5.6199002,0,50
1,5.5145998,1,52
1,5.9563999,1,50
1,5.8133001,0,53
1,5.6051998,0,51
1,5.7392001,0,51
0,5.6687002,1,52
0,6.0029001,0,52
0,5.6687002,0,50
1,5.0837998,0,50
0,4.5830002,0,50
0,6.3130999,0,52
0,5.1341,0,50
0,4.7037001,0,53
0,5.8023,1,50
0,5.6469998,0,53
0,3.9161999,1,51
0,5.3648,0,50
0,5.4359999,0,53
0,4.7642999,0,53
0,5.3323002,1,51
0,6.2076998,1,50
1,5.8023,1,51
0,5.4920998,0,53
0,5.7730999,0,52
1,5.1090999,0,51
0,5.8431001,1,53
0,4.5263,0,53
1,5.8822999,1,51
0,6.1506,0,50
0,5.5686998,0,53
1,3.5404999,0,53
0,5.8607001,0,52
1,5.9972,0,52
0,6.5362,0,50
0,6.3130999,0,50
0,5.2269001,0,53
0,5.4647999,0,53
0,4.4064002,0,52
0,5.8119001,1,50
0,4.9231,0,53
0,5.1363001,1,52
1,5.6922998,1,51
0,4.6501999,0,53
0,5.1090999,0,53
0,5.0489998,1,52
0,5.8023,0,50
0,5.9563999,0,51
0,4.2282,0,51
0,5.3579998,0,52
0,5.1278,0,51
1,5.3842001,0,51
0,5.4926,1,51
0,5.8126998,1,51
0,5.3597002,0,52
0,4.8070002,0,50
0,5.3323002,0,52
0,4.9755998,0,50
0,5.6687002,0,52
0,5.7953,0,50
0,5.8952999,0,53
1,4.2729001,1,50
0,5.6199002,0,50
0,4.7874999,1,52
0,4.5492001,0,50
1,5.6199002,1,53
0,3.9161999,0,52
0,4.8860002,1,51
0,3.8029001,1,50
0,4.8102999,0,50
0,4.4797001,0,52
0,5.1174002,0,51
0,5.6715999,0,52
1,5.5686998,0,53
0,5.6199002,0,52
0,5.1090999,0,51
0,6.2617998,0,52
0,6.0574999,0,50
1,3.7228,0,53
0,5.9017,0,53
1,3.9591999,1,50
0,5.6687002,1,50
1,5.5222998,0,51
0,5.7509999,0,53
1,5.5419998,0,52
0,5.8822999,0,52
1,5.0837998,0,50
0,5.1891999,0,50
1,5.9274001,0,50
0,5.1202002,0,51
0,5.6199002,0,51
0,5.5145998,0,51
0,6.3853998,0,52
0,6.0254002,0,53
1,5.3968,0,53
0,5.7645001,0,52
1,5.8023,0,50
0,5.2632999,1,53
0,5.9563999,0,53
0,5.0820999,0,51
0,5.8941998,1,53
0,5.8023,0,51
1,6.0254002,0,51
0,5.1090999,0,53
0,5.8431001,0,53
0,3.7339001,0,51
1,5.9563999,0,50
0,5.9914999,0,51
0,3.5232,0,50
1,5.0489998,0,52
1,5.5479999,0,51
0,4.7283001,0,51
1,6.9417,0,51
1,5.8250999,0,53
0,5.6199002,1,51
0,5.6199002,0,53
1,5.8431001,1,52
0,5.6199002,0,50
0,6.2350998,0,51
0,5.8023,0,52
0,5.8822999,1,50
0,6.0242,0,50
0,5.8147001,0,51
0,5.0665998,0,52
0,5.3968,0,53
0,5.3448,0,51
1,5.5686998,1,51
0,5.7090001,0,51
0,4.9103999,1,50
1,4.2336001,0,51
0,5.8023,1,53
0,5.8822999,0,50
0,4.4159999,0,51
0,4.1792002,0,50
0,5.7153001,0,52
0,5.8431001,0,53
1,5.3968,0,51
0,4.9015002,0,51
0,6.2617998,0,50
0,5.9563999,0,52
1,4.9267998,0,52
1,5.4573998,0,52
0,5.8431001,0,51
0,5.2983999,0,51
1,5.3968,0,52
1,2.8474,0,50
0,3.0689001,0,51
0,5.1631999,0,51
0,5.2269001,0,51
0,6.0254002,0,50
0,4.9660001,0,53
0,4.2336001,0,53
0,5.9914999,0,51
0,5.3968,1,51
0,5.5686998,0,50
0,5.6273999,1,51
